"","label"
"HCN3",NA
"NECTIN1",NA
"SLC25A1",NA
"CALM3",NA
"NR0B2",NA
"PNLIPRP1",NA
"MAPK8IP2",NA
"TNRC6A",NA
"MPHOSPH8",NA
"NAPRT",NA
"HUNK",NA
"MRPL19",NA
"COX11",NA
"KCNN4",NA
"RNF152",NA
"DUT",NA
"SLC22A7",NA
"DDAH2",0
"FNBP1",NA
"SLC4A5",NA
"RNF38",NA
"PEMT",NA
"SCRIB",NA
"TTC1",NA
"TFAP2C",NA
"TBX21",NA
"FGF6",NA
"NOL4L",NA
"C10orf12",NA
"LIN7A",NA
"ZBTB21",NA
"FMNL3",NA
"HMCN2",NA
"ZP4",NA
"PHACTR1",NA
"CCNB1",NA
"SLC51A",NA
"RIN2",NA
"CDC23",NA
"ELAVL3",NA
"TMEM260",NA
"RGSL1",NA
"LMO3",NA
"ASCL2",NA
"C1QL4",NA
"FAXC",NA
"PLAUR",NA
"C1R",NA
"SAMD11",NA
"MAATS1",NA
"FXN",NA
"RBM38",NA
"LRRIQ4",NA
"SENP2",NA
"ARHGAP22",NA
"TOR1B",NA
"FAAH",NA
"ZNF560",NA
"INTS14",NA
"PXN",NA
"TGM3",NA
"PSMA1",NA
"AFF3",NA
"SRSF11",NA
"RNF128",NA
"PDE11A",NA
"PLPPR4",NA
"PLPBP",NA
"HIST1H2AD",NA
"ADIPOQ",NA
"RSPH4A",NA
"ABHD17C",NA
"GABRA4",NA
"YY1",NA
"XYLB",NA
"PTDSS2",NA
"UTP6",NA
"PDE4DIP",NA
"ARL5B",NA
"EPB41L4B",NA
"SNAP29",NA
"CHRNA7",NA
"STC1",NA
"IZUMO1",NA
"CLRN1",NA
"ADAD2",NA
"CLEC14A",NA
"KCND2",NA
"PLCB1",NA
"CPSF7",NA
"ZNF226",NA
"KPNA5",NA
"VWC2L",NA
"TNFAIP3",NA
"PAF1",NA
"SGPP2",NA
"C1QTNF8",NA
"CDK7",NA
"FCHO2",NA
"ATP6V1H",NA
"GRTP1",NA
"PCTP",NA
"FOXN4",NA
"USP45",NA
"ACSM3",NA
"PTGS1",NA
"RAB14",NA
"SPRED2",NA
"AJUBA",NA
"SGK1",NA
"RECQL",NA
"ASNA1",NA
"RNF5",NA
"TLE4",NA
"MAD1L1",NA
"CDX2",NA
"NHLRC2",NA
"SP140",NA
"TMEM33",NA
"DCLK1",NA
"MOGAT3",NA
"THAP2",NA
"KDM1A",NA
"LGR5",NA
"LZTS1",NA
"MAPK15",NA
"PSMA8",NA
"DVL3",NA
"ACER2",NA
"GRIK3",NA
"SIPA1",NA
"NTN3",NA
"KLF6",1
"MRAS",NA
"KMT2E",NA
"PBX4",NA
"PRDM6",NA
"NRROS",NA
"GIGYF2",NA
"WRAP53",NA
"BCAN",NA
"AKT1",NA
"CRLS1",NA
"ALDH3A2",NA
"MARCH8",NA
"KCTD19",NA
"NUDCD3",NA
"DNAJC2",NA
"PGAP3",NA
"REPIN1",NA
"SYTL3",NA
"FAM81B",NA
"LLGL2",NA
"STAU1",NA
"GLYR1",NA
"WDR88",NA
"KLHL14",NA
"RCBTB1",NA
"ZC3H11A",NA
"TRPC1",NA
"GSC2",NA
"MLXIP",NA
"IL7R",NA
"AGGF1",NA
"C3",0
"GSK3B",NA
"SALL3",NA
"GRB7",NA
"OPRD1",NA
"CAPN8",NA
"PSMC4",NA
"L3MBTL3",NA
"ALDH2",NA
"HEPACAM",NA
"SUFU",NA
"ZNHIT6",NA
"PCDHA6",NA
"RAB2B",NA
"SGTA",NA
"CKAP4",NA
"CDC42",NA
"PTCH1",NA
"COPS7B",NA
"GPN2",NA
"ATF1",NA
"RAN",NA
"DDX43",NA
"IWS1",NA
"PRRG2",NA
"RALA",NA
"CAPN13",NA
"PLEKHM1",NA
"PPP4R4",NA
"NR2F6",NA
"ATIC",NA
"CLPX",NA
"USHBP1",NA
"CDKL3",NA
"ADAM8",NA
"CHM",NA
"TRA2A",NA
"ICE2",NA
"EIF4E",NA
"SERPINA9",NA
"HSP90AB1",NA
"SCN7A",NA
"JKAMP",NA
"LEO1",NA
"ACOX2",NA
"HECW2",NA
"MAPK9",NA
"PINK1",NA
"COL28A1",NA
"CD79A",NA
"TRMT61A",NA
"SCAF1",NA
"C4orf54",NA
"MTSS1L",NA
"ASAH2",NA
"COX15",NA
"TRAPPC11",NA
"HAND1",NA
"ZNF853",NA
"ANKRD1",NA
"RGMA",NA
"SH2B1",NA
"SERPINB4",NA
"HSPB6",NA
"CD81",NA
"BAAT",NA
"SLC7A7",NA
"EDC3",NA
"MYOC",NA
"VPS26A",NA
"MIEF1",NA
"VEGFC",NA
"OPRL1",NA
"SPPL3",NA
"P4HA2",NA
"KDM4B",NA
"KCNAB3",NA
"DNMT3L",NA
"BTBD6",NA
"MPP5",NA
"B4GALT7",NA
"CLDN1",NA
"TRMT1L",NA
"ASPHD2",NA
"FBXL2",NA
"BCAT1",NA
"FAM45A",NA
"LRRCC1",NA
"SF3B1",NA
"FGF2",NA
"SLC6A7",NA
"KIF5C",1
"ATP8B3",NA
"NMT1",NA
"SCD5",NA
"PLA2G7",NA
"RAB32",NA
"TECR",NA
"CEPT1",NA
"CCSER2",NA
"RALB",NA
"PPM1D",NA
"ARID5A",NA
"SRP68",NA
"RBM12",NA
"SPON2",NA
"SH3D19",NA
"CHRNG",NA
"COMTD1",NA
"ME3",NA
"DGCR8",NA
"HSPD1",1
"RAD23B",NA
"STK16",NA
"IL10RA",NA
"ZC2HC1C",NA
"DUS3L",NA
"NME6",NA
"HS3ST3A1",NA
"PIM1",NA
"LONP1",NA
"CA5A",NA
"PEX2",NA
"SH3YL1",NA
"LRRC70",NA
"KIF21A",NA
"ASZ1",NA
"ZNF583",NA
"DCAF1",NA
"TBCC",NA
"ANKRD13A",NA
"INHA",NA
"RBBP8",NA
"CDH7",NA
"LNX2",NA
"CNKSR1",NA
"ME2",NA
"SLC27A3",NA
"RMND5A",NA
"PLEKHF1",NA
"GLIS3",NA
"AGPAT4",NA
"FBXO42",NA
"DGKE",NA
"CA12",NA
"C9orf3",NA
"RBM48",NA
"ESCO1",NA
"SPOCK3",NA
"DXO",NA
"PPP1R3A",NA
"MROH8",NA
"CTSV",NA
"ENDOG",NA
"TSSK2",NA
"PM20D1",NA
"THRB",NA
"ARHGAP30",NA
"BEGAIN",NA
"NEDD9",NA
"RHOB",NA
"ECE1",NA
"ERP44",NA
"REXO1",NA
"PDSS2",NA
"ANOS1",NA
"SEC62",1
"PEPD",NA
"MRVI1",NA
"RAB11FIP2",NA
"FKBPL",NA
"FOXO3",NA
"E2F2",NA
"ARHGAP20",NA
"ACD",NA
"BEST3",NA
"SYDE1",NA
"PSMD3",NA
"SLC22A11",NA
"NT5C3A",NA
"LIPT2",NA
"TANGO2",NA
"SCO2",NA
"NAPB",NA
"TRAPPC13",NA
"SUPV3L1",NA
"SPR",NA
"HEATR1",NA
"YWHAG",1
"JAKMIP1",NA
"NOP53",NA
"MTAP",NA
"ALDH6A1",NA
"CSNK2A1",NA
"SIRT6",NA
"NLGN2",NA
"MMP8",NA
"MORC1",NA
"PRKACB",NA
"DRD1",NA
"AGMO",NA
"CCAR2",NA
"LMBRD2",NA
"FBXW10",NA
"CFAP298",NA
"IST1",NA
"DARS",NA
"PDS5A",NA
"BCAR1",NA
"MSX2",NA
"ETS2",NA
"ESS2",NA
"OGA",NA
"OTOP1",NA
"GGT1",NA
"LPAR2",NA
"MAU2",NA
"DUSP27",NA
"UGT2B15",NA
"ZBTB7C",NA
"EPHA10",NA
"STARD7",NA
"PQLC1",NA
"MLX",NA
"FST",NA
"TPST1",NA
"ZKSCAN1",NA
"CHRND",NA
"KBTBD2",NA
"PLPPR1",NA
"TXNRD1",NA
"ARID5B",NA
"PKDCC",NA
"RDH16",NA
"MORC4",NA
"C16orf72",NA
"MLEC",NA
"FGL1",NA
"TRIM5",NA
"NPAT",NA
"SPSB1",NA
"OVCH1",NA
"GLCCI1",NA
"CLCA2",NA
"CAPN14",NA
"TUBGCP4",NA
"CDHR3",NA
"LSAMP",1
"SLC6A2",NA
"EFTUD2",NA
"NFIB",NA
"ZBTB2",NA
"VEZF1",NA
"GIPC3",NA
"SSTR3",NA
"FAM117A",NA
"ETHE1",NA
"CPT1B",NA
"ZNF618",NA
"PREP",NA
"RND2",NA
"BMP3",NA
"BRINP3",NA
"MED25",NA
"SGCG",NA
"TMEM266",NA
"MYRFL",NA
"CPA1",NA
"RORC",NA
"NIPAL2",NA
"PWWP2B",NA
"ATP6V1C1",NA
"ITGB3",NA
"TECTB",NA
"CACNA1H",NA
"PDIA6",NA
"PCDHGA6",NA
"CDK16",NA
"PTPN11",NA
"PCDHA13",NA
"IMMT",NA
"SEC24C",NA
"CEP295",NA
"CEP41",NA
"PFKFB2",NA
"AK8",NA
"HNRNPK",1
"CFI",NA
"TWF1",NA
"GOLGA6L2",NA
"LRIT3",NA
"CKM",NA
"HIBCH",NA
"SEPT7",1
"NKIRAS2",NA
"PIGG",NA
"PLA2G4F",NA
"ANKMY1",NA
"BCL9",NA
"KIF1BP",NA
"ONECUT1",NA
"CA14",NA
"GATA4",NA
"SYT2",NA
"PAX2",NA
"ATP2A1",NA
"PRDM14",NA
"SMARCD1",NA
"TET2",NA
"CUL4B",NA
"CAMK1D",NA
"AARSD1",NA
"MX1",NA
"TRIM27",NA
"AGPAT2",NA
"ATP1A3",NA
"REEP4",NA
"ATG9A",NA
"TSPAN5",NA
"PDGFD",NA
"SLC26A4",NA
"EFR3B",NA
"HEYL",NA
"ZNF423",NA
"PUS1",NA
"BPNT1",NA
"SEMA6A",NA
"OFD1",NA
"VILL",NA
"ADAM18",NA
"VPS8",NA
"SLC25A26",NA
"PDE4C",NA
"SRGAP3",NA
"CUL1",NA
"ARHGAP26",NA
"EPOR",NA
"ZBTB39",NA
"ARNTL",NA
"WDFY1",NA
"NFKB1",NA
"PAX8",NA
"SDR39U1",NA
"RAB11FIP5",NA
"DNAJC10",NA
"TSPAN14",NA
"CMTR2",NA
"PSMC2",NA
"GALNS",NA
"ACVR1B",NA
"CADM1",NA
"MMADHC",NA
"GALNT5",NA
"EXD1",NA
"EPHX1",NA
"PLEKHA1",NA
"TRIB2",NA
"TLR2",NA
"CLDN19",NA
"HSP90AA1",NA
"ZC3H18",NA
"NR1H3",NA
"RUNX2",NA
"NHLRC1",NA
"CDK9",NA
"MTCH1",NA
"COG5",NA
"MAK16",NA
"TRPV5",NA
"CORO1A",0
"MAB21L1",NA
"MSANTD2",NA
"ZNRF3",NA
"RHBDL3",NA
"IFT80",NA
"CDKL5",NA
"CTPS1",NA
"GDF10",NA
"CC2D1A",NA
"RBM19",NA
"C16orf70",NA
"UBA7",NA
"DSG3",NA
"CHST2",NA
"POU6F1",NA
"RACGAP1",NA
"SERPINE2",NA
"CEP131",NA
"TRIM55",NA
"MYH14",NA
"STK40",NA
"OTOL1",NA
"ZNF224",NA
"SH3GL1",NA
"FAM214B",NA
"NEXMIF",NA
"NCBP1",NA
"ASB15",NA
"CDT1",NA
"PCDHGA11",NA
"TBX10",NA
"SEMA5B",NA
"SMOC2",NA
"IQCC",NA
"IFT88",NA
"ONECUT2",NA
"ANGPTL7",NA
"UPF1",NA
"POFUT2",NA
"AHR",NA
"FBXW11",NA
"RFC5",NA
"FLVCR1",NA
"AGBL2",NA
"ST13",NA
"KIAA0930",NA
"FILIP1L",NA
"SLC26A7",NA
"TM7SF3",NA
"SLC6A5",NA
"CEP162",NA
"FOXO1",NA
"SHCBP1",NA
"ZNF596",NA
"CA10",NA
"HMGCS2",NA
"KLHDC3",0
"GNB4",NA
"ZNF879",NA
"TTC34",NA
"CRYBB3",NA
"SLC25A15",NA
"NPL",0
"KIAA1107",NA
"RCCD1",NA
"PPP2R1A",NA
"GNB1",1
"INPP5B",NA
"CNOT11",NA
"MAN1B1",NA
"ASXL2",NA
"LIFR",NA
"WDR34",NA
"ADAM23",NA
"LMNB1",NA
"ZEB1",NA
"R3HDM2",NA
"PYROXD1",NA
"NCK2",NA
"FAM129B",NA
"AASDH",NA
"SIRT5",NA
"ZBTB37",NA
"MORC3",NA
"SMARCD2",NA
"XPC",NA
"ACSS2",NA
"GPHN",NA
"CDK5R1",NA
"HS3ST1",NA
"CTNNA3",NA
"RP1L1",NA
"HEY1",NA
"AFAP1L1",NA
"PRNP",NA
"HADH",NA
"ZC3H3",NA
"STK38L",NA
"SLC25A38",NA
"TIMP3",NA
"KCNJ15",NA
"ADAM33",NA
"DSC1",NA
"NUDCD1",NA
"TOP2B",NA
"SGCD",NA
"DTX1",NA
"ISM2",NA
"RUBCN",NA
"UBE3C",NA
"KCTD9",NA
"VCPIP1",NA
"HMGCL",NA
"AGPS",NA
"ANKFN1",NA
"SLC7A5",NA
"NPAS1",NA
"NDUFV1",NA
"EXOC6",NA
"TEKT3",NA
"AP4E1",NA
"CHST9",NA
"GMIP",NA
"MYO1D",NA
"RAF1",NA
"CORO1B",0
"NDRG4",NA
"ARHGEF37",NA
"RDH8",NA
"EXOC7",NA
"TRAF2",NA
"PKD2L1",NA
"PDIA4",NA
"ATG4B",NA
"WISP1",NA
"DNAJA2",NA
"TTK",NA
"KHK",NA
"ZNF608",NA
"PLEKHA8",NA
"TRAM2",NA
"DPP3",NA
"ZNF667",NA
"APBB3",NA
"RFX7",NA
"BRSK1",NA
"HOMER2",NA
"DPP4",NA
"DLX3",NA
"GATA2",NA
"UNC80",NA
"HNRNPA3",NA
"MAP2K5",NA
"OTOP3",NA
"C20orf194",NA
"EPS15L1",NA
"ADAMTSL5",NA
"PLCD4",NA
"TKFC",NA
"CERK",NA
"WNT16",NA
"NTN1",NA
"RCC2",NA
"WDR27",NA
"RARA",NA
"PUM1",NA
"AR",NA
"TTLL1",NA
"MRPL2",NA
"CSNK2A2",NA
"ECT2",NA
"LDLRAD3",NA
"MMP25",NA
"CHD3",NA
"MYO19",NA
"ITFG2",NA
"TMTC2",NA
"PDK2",NA
"AGPAT5",NA
"SLC22A8",NA
"IRF1",NA
"PHF21B",NA
"TMEM201",NA
"SIPA1L2",NA
"GHDC",NA
"LAMB1",NA
"DLGAP4",NA
"TRIM23",NA
"HNRNPR",NA
"AMHR2",NA
"PKNOX2",NA
"WDHD1",NA
"RASSF8",NA
"IGF2R",NA
"TRIT1",NA
"HOXD9",NA
"PPP4R3A",NA
"OPTN",NA
"GPCPD1",NA
"LDB2",NA
"C2",NA
"ACY1",NA
"SLC6A19",NA
"SH3KBP1",NA
"LRP6",NA
"MFSD10",NA
"EFNB3",NA
"RRBP1",NA
"LVRN",NA
"CDC73",NA
"TAPT1",NA
"KDM3B",NA
"IQUB",NA
"ACO2",NA
"FAM91A1",NA
"VPS39",NA
"LINGO2",NA
"AGO3",NA
"SEC14L1",NA
"KIF2C",NA
"PTDSS1",NA
"KIF3C",NA
"TUT1",NA
"PRKAR2A",NA
"GDAP2",NA
"PAXIP1-AS2",NA
"PPIAL4G",NA
"PRAMEF8",NA
"GAGE13",NA
"SPDYE2B",NA
"DEFB105A",NA
"PABPC1L2B",NA
"DEFB106B",NA
"RIMBP3C",NA
"DMRTC1B",NA
"SSX2",NA
"GAGE2E",NA
"DEFB104B",NA
"CFC1B",NA
"SLX1B",NA
"DEFB106A",NA
"GATD3A",NA
"PPP3CA",NA
"PNMA6A",NA
"CT45A3",NA
"PABPC1L2A",NA
"EIF3CL",NA
"GOLGA5",NA
"NPIPA8",NA
"UBE2Q2L",NA
"U2AF1",NA
"DEFB104A",NA
"DEFB4B",NA
"MRPL23",NA
"AL627171.2",NA
"F8A1",NA
"NPIPA2",NA
"SQSTM1",NA
"GRID2IP",NA
"SSX4B",NA
"SPANXA2",NA
"BHLHE22",NA
"SIK1",NA
"VARS",NA
"ADCY3",NA
"CT47A6",NA
"HDAC5",NA
"PKNOX1",NA
"AMY1B",NA
"CT45A6",NA
"RIMBP3B",NA
"ZNF705D",NA
"PRODH",NA
"PRCP",NA
"RP11-849H4.2",NA
"AL603965.1",NA
"GOLGA6L4",NA
"UBAP2",NA
"HOGA1",NA
"CPA6",NA
"TBC1D3C",NA
"AC010441.1",NA
"GSTT2",NA
"PRAMEF11",NA
"DMRTC1",NA
"CEBPZOS",NA
"PWP2",NA
"ST3GAL3",NA
"AP002956.1",NA
"GAGE12H",NA
"TBX22",NA
"MTRNR2L5",NA
"ARL17A",NA
"RP11-279O9.4",NA
"DPH1",NA
"AC073569.1",NA
"PRPF40A",NA
"AL162424.1",NA
"C16orf47",NA
"AL591684.1",NA
"NOTCH2NL",NA
"AC020922.1",NA
"MIRLET7BHG",NA
"RP11-131H24.4",NA
"SPATA31A7",NA
"ZNF595",NA
"RGPD5",NA
"H2AFB1",NA
"CRYAA",NA
"AC137932.1",NA
"ARVCF",NA
"ME1",NA
"UBAP2L",NA
"DNAH10OS",NA
"SULT1A4",NA
"ELOA3",NA
"NBPF9",NA
"FLJ20306",NA
"AC009802.1",NA
"STRIP1",NA
"HSFX2",NA
"NPIPB3",NA
"IRAK2",NA
"NCAPH",NA
"DEFA3",NA
"PRDM9",NA
"PRAMEF9",NA
"AC018816.3",NA
"AP1B1",NA
"CTBP2",NA
"NXF2B",NA
"AC026310.1",NA
"KIAA1551",NA
"MTRNR2L7",NA
"AL583828.1",NA
"AC121757.1",NA
"FAM25G",NA
"C14orf132",NA
"DEFB4A",NA
"ZNF705B",NA
"SLC7A8",0
"AL035406.1",NA
"AC090616.2",NA
"RGPD6",NA
"AL161645.2",NA
"CBS",NA
"ERVMER34-1",NA
"KCNE1",NA
"ATN1",NA
"MPO",NA
"AL035588.1",NA
"HSFX1",NA
"ERVV-1",NA
"BTBD9",NA
"RP11-712L6.5",NA
"CDK10",NA
"AC004466.1",NA
"MNT",NA
"AC011308.1",NA
"CT45A1",NA
"KRT6C",NA
"CTAGE4",NA
"TCEB3CL",NA
"NBPF14",NA
"TBC1D1",NA
"TCEB3CL2",NA
"C1orf147",NA
"ARIH1",NA
"POLR2J2",NA
"RP11-144F15.1",NA
"GOLGA8B",NA
"USP33",NA
"SPDYE2",NA
"RP11-321M21.3",NA
"ANKRD20A2",NA
"EZR",0
"NBPF16",NA
"LRRC37A",NA
"BCLAF1",NA
"LCE3C",NA
"AP1G2",NA
"AC018867.2",NA
"RFPL3S",NA
"SMN2",NA
"OPN1MW",NA
"AC103801.2",NA
"GOLGA8N",NA
"AMY1A",NA
"NEBL",NA
"AL590714.1",NA
"DYRK3",NA
"SULT1A3",NA
"DDTL",NA
"KRT80",NA
"JADE2",NA
"DNAH17-AS1",NA
"AL589765.1",NA
"RP11-1055B8.6",NA
"TUBAL3",NA
"NPIPB9",NA
"LGALS7",NA
"RP11-156E8.1",NA
"AC037199.1",NA
"FGF8",NA
"CTD-2215E18.1",NA
"RP11-80A15.1",NA
"ABCE1",NA
"ANKRD20A1",NA
"PPIAL4B",NA
"FBXO10",NA
"MTRNR2L4",NA
"GOLGA6L10",NA
"EFCAB10",NA
"OSBPL8",NA
"DDX39B",NA
"TBC1D3",NA
"ZRANB2",NA
"AC112205.1",NA
"FAM25C",NA
"AL136376.1",NA
"ACTR5",NA
"FLJ00418",NA
"EEF1A1",NA
"AC073342.1",NA
"FNBP4",NA
"CTAGE8",NA
"ARMC4",NA
"AL360181.1",NA
"GOLGA8O",NA
"POTEB",NA
"SCGB1C1",NA
"RHOXF2B",NA
"RP11-1055B8.7",NA
"BEND3",NA
"KRTAP21-3",NA
"MICU3",NA
"IGIP",NA
"NPIPA1",NA
"CAPN15",NA
"AC022400.2",NA
"GAGE12I",NA
"HDGFL2",NA
"AC079210.1",NA
"SLN",NA
"FADS3",NA
"SMIM3",NA
"OST4",NA
"RBL1",NA
"SPANXC",NA
"SPHAR",NA
"ARID4B",NA
"SLX1A",NA
"KRT81",NA
"GTF2H2C",NA
"SSX4",NA
"KRTAP22-2",NA
"RP11-867G23.8",NA
"AL022328.1",NA
"UPK3BL1",NA
"C17orf77",NA
"HILPDA",NA
"AC012123.1",NA
"ATP12A",NA
"AC061992.1",NA
"PRAMEF7",NA
"KCNU1",NA
"ST20",NA
"KDM4C",NA
"AC093157.1",NA
"AP000758.1",NA
"ALOX12-AS1",NA
"GAGE1",NA
"SMN1",NA
"AL161784.1",NA
"DDT",NA
"COX8C",NA
"OCLM",NA
"RASA4B",NA
"VCX3B",NA
"ERVV-2",NA
"TCP11X2",NA
"LCE3B",NA
"DEFB108B",NA
"CHTF8",NA
"LGALS7B",NA
"TPRX2P",NA
"STEAP3",NA
"BRCA1",NA
"CLK2",NA
"FAM72D",NA
"FSD2",NA
"LUZP6",NA
"PGA3",NA
"CCDC66",NA
"GAPVD1",NA
"UNK",NA
"NPEPL1",NA
"KRT35",NA
"RPL39",NA
"EIF5AL1",NA
"HMHB1",NA
"PRAMEF5",NA
"RGPD1",NA
"AC174470.1",NA
"ACSF3",NA
"EIF5",NA
"DDC",NA
"MPEG1",NA
"POTED",NA
"VCX3A",NA
"GOLGA6L1",NA
"LRFN5",NA
"CD52",NA
"FBXO24",NA
"CRELD1",NA
"KRTAP23-1",NA
"ARHGEF35",NA
"KRTAP20-3",NA
"ZC3H12A",NA
"HECTD2",NA
"RBM45",NA
"MSC-AS1",NA
"COX8A",NA
"STMP1",NA
"NPY4R",NA
"SCGB3A2",NA
"AC114494.1",NA
"XKR6",NA
"GOLGA8A",NA
"C8orf59",NA
"CSNK1E",1
"GTF2H2",NA
"USO1",NA
"LZTR1",NA
"SPACA5B",NA
"SMIM10",NA
"AC026407.1",NA
"KBTBD4",NA
"FZD8",NA
"C2orf48",NA
"PODN",NA
"KCNA10",NA
"TP53TG3D",NA
"DAO",NA
"OXR1",NA
"GAGE12J",NA
"MYRF",NA
"PPIAL4A",NA
"UMODL1-AS1",NA
"KRTAP22-1",NA
"ZZZ3",NA
"TNFRSF21",NA
"MT1HL1",NA
"SLC45A1",NA
"ZNF263",NA
"AXL",NA
"SPANXN5",NA
"FOXF1",NA
"UQCRC1",NA
"KRTAP19-2",NA
"FAM13C",NA
"ENHO",NA
"KRTAP19-6",NA
"CRHR1",NA
"KRTAP8-1",NA
"C15orf65",NA
"VCX2",NA
"PHGR1",NA
"ICOSLG",NA
"AC110615.1",NA
"KAAG1",NA
"RGPD2",NA
"SFTA2",NA
"SYT15",NA
"TMSB15A",NA
"SLC2A10",NA
"ACTR6",NA
"DEFB114",NA
"SPANXN1",NA
"GAS2L1",NA
"KRTAP3-1",NA
"AP001362.1",NA
"BEX5",NA
"TRIM74",NA
"RASGRP3",NA
"S100A7",NA
"S100A7L2",NA
"AC011997.1",NA
"SCGB3A1",NA
"FAM24A",NA
"KRTAP3-2",NA
"C6orf48",0
"FAM86B2",NA
"C19orf73",NA
"PUS7",NA
"RP11-998D10.1",NA
"DEFB131A",NA
"NPS",NA
"CDK5RAP1",NA
"PYDC1",NA
"CGB8",NA
"SMR3B",NA
"MMP23B",NA
"CYP4F12",NA
"KRTAP21-1",NA
"GOLGA6D",NA
"MT1M",NA
"ITPR1",NA
"POLR2J3",NA
"KRTAP25-1",NA
"S100A7A",NA
"SMIM6",NA
"OCA2",NA
"SRSF7",NA
"PIGY",NA
"EID2B",NA
"PRR21",NA
"KRTAP6-1",NA
"GUCY2D",NA
"METTL16",NA
"PYDC2",NA
"KRTAP20-2",NA
"C5orf58",NA
"PTH2",NA
"CT45A5",NA
"FBXO3",NA
"PLA2G10",NA
"KRTAP20-1",NA
"DEFB136",NA
"LCE1D",NA
"INPP5K",NA
"TMSB10",NA
"SPIN2A",NA
"CHPF2",NA
"COX7B2",NA
"AGAP9",NA
"GTF2IRD2",NA
"LCE3A",NA
"SEPT10",NA
"MTHFR",NA
"SCGB2B2",NA
"EIF3C",NA
"CNOT6",NA
"MEX3C",NA
"PAGE2",NA
"S100A12",NA
"PRM3",NA
"DEFB134",NA
"AC093677.1",NA
"KRTAP19-7",NA
"FAM229B",NA
"TCEAL7",NA
"EDDM13",NA
"DIRC1",NA
"C2orf66",NA
"TOMM6",NA
"TMEM257",NA
"KRT25",NA
"GGT2",NA
"SCGB1A1",NA
"CBWD6",NA
"KRTAP19-4",NA
"MT1A",NA
"MINK1",NA
"SPIN2B",NA
"CAMK2N1",NA
"GON7",NA
"DEFB1",NA
"SPRR2B",NA
"CTAGE15",NA
"C8orf34-AS1",NA
"LCE2C",NA
"LCE2B",NA
"MT1X",NA
"LYPD8",NA
"AP000349.1",NA
"TOGARAM2",NA
"KRTAP12-4",NA
"KRTAP12-3",NA
"LCE2D",NA
"NUTM2A",NA
"NACA",NA
"SMIM1",NA
"C5orf66",NA
"EML2-AS1",NA
"GOLGA8K",NA
"FAM229A",NA
"S100A10",NA
"C16orf74",NA
"FAM25A",NA
"GNG4",NA
"USP14",NA
"KRTAP12-1",NA
"DEFA6",NA
"DEFB121",NA
"CCL13",NA
"SLMAP",NA
"SCGB1D1",NA
"DEFB115",NA
"TNPO2",NA
"COX7C",NA
"C6orf226",NA
"MIF-AS1",NA
"TMEM133",NA
"KIAA0040",NA
"RP11-467N20.5",NA
"ANGPT2",NA
"SMIM5",NA
"FAM24B",NA
"PF4V1",NA
"SHC2",NA
"TMSB4X",1
"RP1-127H14.3",NA
"VCX",NA
"ASAH2B",NA
"PF4",NA
"SPATA31A6",NA
"S100A6",NA
"MLLT11",NA
"COPS2",NA
"KRTAP5-6",NA
"TRIM61",NA
"HEPN1",NA
"S100A8",NA
"LCE4A",NA
"MALL",NA
"NPIPB4",NA
"DEFB124",NA
"FOXD4L5",NA
"NBPF6",NA
"JMJD6",NA
"ANXA8L2",NA
"GNG8",NA
"MTRNR2L10",NA
"DEC1",NA
"PCDH10",NA
"SMIM20",NA
"PAGE2B",NA
"CCL8",NA
"TYMSOS",NA
"CCL2",NA
"LCE1A",NA
"SERTM1",NA
"FARP1",NA
"S100A11",0
"GNG7",NA
"LCE1B",NA
"KAT2B",NA
"C14orf178",NA
"HSBP1L1",NA
"LCE1C",NA
"SCGB2A1",NA
"GNG5",0
"BTAF1",NA
"MTRNR2L3",NA
"SMIM2",NA
"AC131097.4",NA
"CFAP74",NA
"S100A13",NA
"C5orf46",NA
"CCDC179",NA
"LCE6A",NA
"FARSB",NA
"S100A5",NA
"FAM153A",NA
"AL645608.1",NA
"CGB5",NA
"KRTAP6-2",NA
"SPRR2E",NA
"KNCN",NA
"SPRR2G",NA
"ABCB6",NA
"ADIRF",NA
"LCE1E",NA
"SPRR2A",NA
"TBC1D3B",NA
"CHRM5",NA
"AC010327.2",NA
"NRG3",NA
"PPBP",NA
"SMR3A",NA
"MT4",NA
"C12orf75",0
"NBPF15",NA
"IFI27L2",NA
"TIMM23B",NA
"AC135048.1",NA
"SPRR2F",NA
"GNG2",NA
"CREBBP",NA
"CXCL10",NA
"SLC26A1",NA
"SMCO4",NA
"S100A4",NA
"PRAMEF6",NA
"CXCL6",NA
"SPRR2D",NA
"SMLR1",NA
"HIST1H2BA",NA
"NUPR2",NA
"HTN3",NA
"KRT33A",NA
"LCE1F",NA
"DEFB133",NA
"ANKDD1A",NA
"SMIM18",NA
"TACC1",NA
"TFF1",NA
"CXCL8",NA
"HBG1",NA
"C3orf36",NA
"CLLU1OS",NA
"C9orf153",NA
"CCL18",NA
"CTXN1",NA
"S100A14",NA
"DEFB127",NA
"HCST",NA
"KRTAP4-1",NA
"SVIP",NA
"UGGT1",NA
"SLC17A7",NA
"DLL1",NA
"CNPY1",NA
"COX17",NA
"TCEAL8",NA
"SPANXD",NA
"CXCL3",NA
"C2orf88",NA
"DEFB113",NA
"CCL20",NA
"SMIM17",NA
"KRTAP6-3",NA
"ATP5ME",NA
"SVBP",NA
"TEX46",NA
"PRR15L",NA
"ENTPD4",NA
"MYLK3",NA
"C19orf48",0
"SYCE3",NA
"DEFB126",NA
