"","label"
"COLEC12",NA
"USP49",NA
"POLG2",NA
"RAPGEF4",NA
"TTC26",NA
"CHD7",NA
"GSPT1",NA
"CYB5R3",NA
"MBD2",NA
"PTCH1",NA
"GLRA2",NA
"CARNS1",NA
"SRPX2",NA
"LONP1",NA
"USP54",NA
"AP2M1",NA
"MAOA",NA
"PTK7",NA
"PPP5C",NA
"BBS2",NA
"SORBS3",NA
"ZNF615",NA
"TLR7",NA
"UBE3B",NA
"EP400",NA
"SLC15A2",NA
"MYO1E",NA
"APP",NA
"C5",0
"POU4F3",NA
"CTH",NA
"GALNT17",NA
"WDR17",NA
"HTRA3",NA
"LPCAT2",NA
"ACIN1",NA
"TRIM46",NA
"PLA2G4E",NA
"ZHX1",NA
"EML5",NA
"TUBA3C",NA
"ARHGEF6",NA
"EBF4",NA
"PNPLA2",NA
"METTL3",NA
"COL9A2",NA
"NELL2",NA
"ADGB",NA
"ACAA2",NA
"ZC3H12B",NA
"SERBP1",0
"DDX5",NA
"GDAP1L1",NA
"GABRA2",NA
"TBX20",NA
"SSC4D",NA
"MTIF2",NA
"DPAGT1",NA
"CEP152",NA
"UCP2",NA
"COCH",NA
"SLC23A2",NA
"C8B",NA
"SNX29",NA
"TFIP11",NA
"VPS8",NA
"MCOLN3",NA
"KRT6A",NA
"TTLL3",NA
"PANK3",NA
"HSPA9",NA
"CATSPER2",NA
"BBX",NA
"RUFY1",NA
"ATP13A3",NA
"MEF2D",NA
"MFSD6",NA
"MFGE8",NA
"SMC1A",NA
"SEC24C",NA
"STARD9",NA
"SV2B",NA
"LMNB2",NA
"THBS2",NA
"BCHE",NA
"EBF2",NA
"KSR2",NA
"TRAF7",NA
"LPL",NA
"SOX17",NA
"NET1",NA
"ADGRB1",NA
"EFTUD2",NA
"MCRS1",NA
"PMM1",NA
"UGDH",NA
"SCYL2",NA
"WDR43",NA
"SLC7A11",NA
"GPS1",NA
"PABPC1L",NA
"CTR9",NA
"TBX4",NA
"SLC2A8",NA
"LEMD3",NA
"SEMA5B",NA
"ABCF3",NA
"SIPA1L2",NA
"SLC34A1",NA
"POLH",NA
"RPAP1",NA
"TTC21B",NA
"TBK1",NA
"NELFCD",NA
"VIRMA",NA
"UBR5",NA
"WRNIP1",NA
"ALAD",NA
"FRMPD4",NA
"RRM2",NA
"MVK",NA
"P4HTM",NA
"KIAA0355",NA
"ATL3",NA
"GRAMD1B",NA
"LGI1",NA
"SYNJ2",NA
"MTA3",NA
"SUSD2",NA
"SLC12A3",NA
"BTBD10",NA
"MMP15",NA
"MYO9B",NA
"PTPN3",0
"KIFC1",NA
"CLSTN2",NA
"LRP6",NA
"SEL1L3",NA
"SLC9C1",NA
"HK1",NA
"SORBS1",NA
"PRKCI",NA
"RHOT2",NA
"SPAG17",NA
"PAPOLA",NA
"EHD3",NA
"PHF12",NA
"MAN2A1",NA
"TINAG",NA
"TRAK1",NA
"LCAT",NA
"KATNAL1",NA
"MTUS1",NA
"TOGARAM1",NA
"KIFAP3",NA
"SEMA4G",NA
"COL10A1",NA
"LAMB4",NA
"KDM1B",NA
"STIP1",NA
"EYA3",NA
"TPM2",NA
"JUP",NA
"CPSF2",NA
"GALNT9",NA
"ARNT",NA
"CACNA1S",NA
"PATJ",NA
"PCDH12",NA
"PPFIA2",NA
"KANSL1",NA
"CCT8",NA
"EPC2",NA
"CANT1",NA
"SHKBP1",NA
"DCLRE1A",NA
"NTNG1",NA
"SMEK2",NA
"KCNJ2",NA
"TYRP1",0
"INTS13",NA
"ALDH3A1",NA
"ECM1",NA
"TNRC6B",NA
"IFT140",NA
"EIF3B",NA
"SLC25A29",NA
"CHRNA2",NA
"FOXJ3",NA
"GDI1",NA
"DGAT1",NA
"EIF3D",NA
"PRDM16",NA
"KDM3A",NA
"TTC37",NA
"SETDB2",NA
"SCAP",NA
"ADCY1",NA
"LARGE1",NA
"SIM1",NA
"NFATC4",NA
"CHSY1",NA
"MAP1B",NA
"GAPVD1",NA
"GALNT14",NA
"SALL1",NA
"GLRA1",NA
"PIGO",NA
"KDR",NA
"SRPK2",NA
"CTSA",NA
"MKS1",NA
"GABRB2",NA
"POU6F2",NA
"SLC25A10",NA
"SLCO3A1",NA
"MYOM3",NA
"UPB1",0
"RABGAP1",NA
"CDH8",NA
"C7",NA
"PSD4",NA
"TGM3",NA
"SLC24A1",NA
"ABCG2",NA
"GABRD",NA
"ANTXR1",NA
"CHERP",NA
"TLK1",NA
"VIL1",NA
"RABL6",NA
"PAX9",NA
"RANBP9",NA
"ACHE",NA
"PLD2",NA
"THRAP3",NA
"WDTC1",NA
"COPG1",NA
"FHOD1",NA
"FARP1",NA
"RNF123",NA
"PAK4",NA
"PTGS1",NA
"CRY2",NA
"GUCY2D",NA
"PFKL",NA
"GCAT",NA
"CAMTA1",NA
"HDAC1",NA
"SSC5D",NA
"IQGAP2",0
"PPARD",NA
"RAPH1",NA
"BCL9L",NA
"IK",NA
"ABCB6",NA
"KLHL12",NA
"PIGN",NA
"AMY2B",NA
"TAOK2",NA
"MFSD12",NA
"KLHL14",NA
"RUSC2",NA
"TRAPPC10",NA
"MLYCD",NA
"CACTIN",NA
"MTA1",NA
"WWC3",NA
"SMAD7",NA
"EGF",NA
"NEO1",NA
"RERE",NA
"TPP1",NA
"DCAF1",NA
"CDH22",NA
"LHX1",NA
"TM9SF4",NA
"ALDH5A1",NA
"SMC6",NA
"ANKH",NA
"CCT5",NA
"ATIC",NA
"STRN4",NA
"STRIP2",NA
"ZFYVE1",NA
"KCNA7",NA
"DENND3",NA
"NOX3",NA
"XRN1",NA
"PAPSS1",NA
"ITPR1",NA
"SCUBE2",NA
"F11",NA
"STAG3",0
"ABR",NA
"CDH7",NA
"RFX1",NA
"CHRNG",NA
"ITK",NA
"AAAS",NA
"CEP295",NA
"CLASP2",NA
"BCO1",NA
"WAPL",NA
"MYO15A",NA
"FMN2",NA
"SSRP1",NA
"PDZD2",NA
"DPYS",NA
"PSEN1",NA
"NCOA2",NA
"SLC7A10",NA
"MOV10L1",NA
"GLUD1",NA
"GBA",NA
"PNPLA6",NA
"TUBG1",NA
"RGS12",NA
"ALDH6A1",NA
"GCLC",NA
"GUCY1A1",NA
"BEST3",NA
"PSMD3",NA
"DHX9",NA
"KIF24",NA
"ASAP2",NA
"KCNF1",NA
"A2ML1",NA
"ENPP1",NA
"MAU2",NA
"ASAP1",NA
"PLOD2",NA
"TP53BP2",NA
"AP3B1",NA
"LIG1",NA
"PRKD3",NA
"PDE5A",NA
"CHRNA10",NA
"CACNA1E",NA
"RBM26",NA
"B4GALNT4",NA
"ITGAL",NA
"KIRREL3",NA
"ARID1A",NA
"CHRND",NA
"ABLIM3",NA
"DPP6",NA
"TRPM2",NA
"ADARB1",NA
"SMPD1",NA
"SLC6A2",NA
"AASS",NA
"LPO",NA
"CCT3",NA
"ARHGEF17",NA
"PTPN11",NA
"BBS9",NA
"GOLGA4",NA
"ASS1",NA
"POLR2A",NA
"TTC21A",NA
"EPPK1",NA
"GIT2",NA
"PRKCB",NA
"PDE4C",NA
"LAMB1",NA
"TDRD9",NA
"KCNC2",NA
"TRPV5",NA
"COL23A1",NA
"BBS1",NA
"ACVR1B",NA
"ATP1A3",NA
"CDH6",NA
"ATP11C",NA
"RAD54B",NA
"SLC26A4",NA
"PTPRA",NA
"SLC8A3",NA
"SLC6A8",NA
"RAD50",NA
"WDR62",0
"DGKB",NA
"GFAP",NA
"GATA4",NA
"MAP3K4",NA
"GALNS",NA
"PTCHD1",NA
"RASGRF1",NA
"PTPRC",NA
"ZNF462",NA
"PAX6",NA
"CSE1L",NA
"SLC6A17",NA
"PUM1",NA
"GPHN",NA
"PLXNB1",NA
"ATP6V1A",NA
"BIRC6",NA
"NBEA",NA
"MARCH6",NA
"PKD2L1",NA
"WDHD1",NA
"CHST2",NA
"STAT2",NA
"SAMHD1",NA
"CNNM3",NA
"RAF1",NA
"CLIP1",NA
"ATAD3B",NA
"SSH2",NA
"PCLO",NA
"ABCG1",NA
"PRTG",NA
"HDAC7",0
"WDR36",NA
"HADHA",NA
"DCLK2",NA
"PLD1",NA
"TBC1D1",NA
"ABCD2",NA
"AGO3",NA
"SHH",NA
"GLDC",NA
"PCSK1",NA
"DPYSL3",NA
"COL2A1",NA
"NARS",NA
"PDE6C",NA
"OTOG",NA
"CNGA2",NA
"HDAC5",NA
"SCRIB",NA
"IGF2R",NA
"CNTN4",NA
"A2M",NA
"THOC2",NA
"KDM4C",NA
"ST14",NA
"GUCY2F",NA
"NFKB2",NA
"LTK",NA
"MAP3K10",NA
"DIP2C",NA
"SLC5A1",NA
"SLC7A14",NA
"TUBB6",NA
"KCNQ2",NA
"PLCB1",NA
"SIGLEC1",NA
"NTN1",NA
"NUP205",NA
"TCHH",NA
"MORC2",NA
"ABCE1",NA
"FES",NA
"MTMR2",NA
"GRIA2",NA
"LZTR1",0
"ASL",NA
"MPO",NA
"ITGB1",NA
"PLEKHG2",NA
"MAPK8IP3",NA
"TARS",NA
"TNC",NA
"MTHFR",NA
"NSD2",NA
"IQCA1",NA
"UHRF2",NA
"JMJD1C",0
"PSME4",NA
"ZMYM2",NA
"SMARCAD1",NA
"SLC12A8",NA
"DHX37",NA
"MICAL2",NA
"PRICKLE2",NA
"PAX3",NA
"TET2",NA
"DDX23",NA
"PCNX2",NA
"KDM1A",NA
"NAV3",NA
"MASP1",NA
"VANGL2",NA
"PAXIP1-AS2",NA
"PPIAL4G",NA
"PRAMEF8",NA
"GAGE13",NA
"SPDYE2B",NA
"DEFB105A",NA
"PABPC1L2B",NA
"RIMBP3C",NA
"DEFB106B",NA
"DMRTC1B",NA
"SSX2",NA
"GAGE2E",NA
"DEFB104B",NA
"CFC1B",NA
"DEFB106A",NA
"SLX1B",NA
"GATD3A",NA
"PNMA6A",NA
"CT45A3",NA
"PABPC1L2A",NA
"EIF3CL",NA
"NPIPA8",NA
"UBE2Q2L",NA
"U2AF1",NA
"DEFB104A",NA
"DEFB4B",NA
"MRPL23",NA
"AL627171.2",NA
"F8A1",NA
"NPIPA2",NA
"SSX4B",NA
"SPANXA2",NA
"SIK1",NA
"CT47A6",NA
"CT45A6",NA
"ZNF705D",NA
"AMY1B",NA
"RIMBP3B",NA
"PRODH",NA
"RP11-849H4.2",NA
"AL603965.1",NA
"GOLGA6L4",NA
"TBC1D3C",NA
"AC010441.1",NA
"PRAMEF11",NA
"CEBPZOS",NA
"DMRTC1",NA
"GSTT2",NA
"ITGAV",NA
"AP002956.1",NA
"PWP2",NA
"GAGE12H",NA
"MTRNR2L5",NA
"XPO5",NA
"ARL17A",NA
"RP11-279O9.4",NA
"AC073569.1",NA
"AL162424.1",NA
"C16orf47",NA
"AL591684.1",NA
"NOTCH2NL",NA
"AC020922.1",NA
"MIRLET7BHG",NA
"RP11-131H24.4",NA
"SPATA31A7",NA
"ZNF595",NA
"RGPD5",NA
"AC137932.1",NA
"DNAH10OS",NA
"SULT1A4",NA
"H2AFB1",NA
"ELOA3",NA
"NBPF9",0
"FLJ20306",NA
"AC009802.1",NA
"CRYAA",NA
"HSFX2",NA
"NPIPB3",NA
"DEFA3",NA
"CTB-186H2.3",NA
"PRAMEF9",NA
"AC018816.3",NA
"NXF2B",NA
"AC026310.1",NA
"MTRNR2L7",NA
"AL583828.1",NA
"AC121757.1",NA
"FAM25G",NA
"C14orf132",NA
"DEFB4A",NA
"ZNF705B",NA
"AL035406.1",NA
"RGPD6",NA
"AL161645.2",NA
"ERVMER34-1",NA
"AL035588.1",NA
"KCNE1",NA
"HSFX1",NA
"ERVV-1",NA
"AC090616.2",NA
"RP11-712L6.5",NA
"AC004466.1",NA
"AC011308.1",NA
"CT45A1",NA
"CBS",NA
"CTAGE4",NA
"ARHGAP32",NA
"TCEB3CL",NA
"NBPF14",NA
"TH",NA
"TCEB3CL2",NA
"C1orf147",NA
"POLR2J2",NA
"GOLGA8B",NA
"SPDYE2",NA
"RP11-321M21.3",NA
"ANKRD20A2",NA
"NBPF16",NA
"LRRC37A",NA
"LCE3C",NA
"AC018867.2",NA
"RFPL3S",NA
"RP11-144F15.1",NA
"GOLGA8N",NA
"AC103801.2",NA
"AL590714.1",NA
"SULT1A3",NA
"DDTL",NA
"DNAH17-AS1",NA
"AL589765.1",NA
"RP11-1055B8.6",NA
"NPIPB9",NA
"SMN2",NA
"RP11-156E8.1",NA
"LGALS7",NA
"AC037199.1",NA
"AMY1A",NA
"RP11-80A15.1",NA
"OPN1MW",NA
"ANKRD20A1",NA
"MTRNR2L4",NA
"PPIAL4B",NA
"GOLGA6L10",NA
"CTD-2215E18.1",NA
"EFCAB10",NA
"TBC1D3",NA
"NPIPB5",NA
"AC112205.1",NA
"FAM25C",NA
"AL136376.1",NA
"FLJ00418",NA
"AC073342.1",NA
"CTAGE8",NA
"AL360181.1",NA
"INTS3",NA
"GOLGA8O",NA
"POTEB",NA
"RP11-1055B8.7",NA
"RHOXF2B",NA
"SCGB1C1",NA
"KRTAP21-3",NA
"NPIPA1",NA
"IGIP",NA
"AC022400.2",NA
"GAGE12I",NA
"AC079210.1",NA
"OST4",NA
"RBL1",NA
"SPANXC",NA
"SPHAR",NA
"SSX4",NA
"SMIM3",NA
"KRTAP22-2",NA
"AL022328.1",NA
"C17orf77",NA
"GTF2H2C",NA
"UPK3BL1",NA
"AC012123.1",NA
"AC061992.1",NA
"SLN",NA
"PRAMEF7",NA
"HILPDA",NA
"PAN2",NA
"ST20",NA
"AC093157.1",NA
"AP000758.1",NA
"ALOX12-AS1",NA
"GAGE1",NA
"AL161784.1",NA
"SLX1A",NA
"RP11-867G23.8",NA
"COX8C",NA
"OCLM",NA
"VCX3B",NA
"ERVV-2",NA
"LCE3B",NA
"TCP11X2",NA
"CHTF8",NA
"LGALS7B",NA
"DEFB108B",NA
"LUZP6",NA
"SMN1",NA
"PRKD2",NA
"PGA3",NA
"HMHB1",NA
"DDT",NA
"PRAMEF5",NA
"CAPN5",NA
"EIF5AL1",NA
"AC174470.1",NA
"RGPD1",NA
"POTED",NA
"VCX3A",NA
"GOLGA6L1",NA
"CD52",NA
"RPL39",NA
"KRTAP23-1",NA
"RASA4B",NA
"ARHGEF35",NA
"KRTAP20-3",NA
"FAM72D",NA
"TPRX2P",NA
"AC114494.1",NA
"GOLGA8A",NA
"SCGB3A2",NA
"STMP1",NA
"C8orf59",NA
"AC026407.1",NA
"COX8A",NA
"S100G",NA
"SPACA5B",NA
"C2orf48",NA
"GTF2H2",NA
"SMIM10",NA
"MSC-AS1",NA
"AGO1",0
"TP53TG3D",NA
"GAGE12J",NA
"PPIAL4A",NA
"UMODL1-AS1",NA
"KRTAP22-1",NA
"MT1HL1",NA
"LMTK2",NA
"SPANXN5",NA
"KRTAP19-2",NA
"KRTAP19-6",NA
"KRTAP8-1",NA
"C15orf65",NA
"NPY4R",NA
"VCX2",NA
"PHGR1",NA
"ICOSLG",NA
"AC110615.1",NA
"SPANXN1",NA
"AP001362.1",NA
"ENHO",NA
"SFTA2",NA
"BEX5",NA
"RGPD2",NA
"KRTAP3-1",NA
"KAAG1",NA
"TMSB15A",NA
"S100A7",NA
"S100A7L2",NA
"SYT15",NA
"ABL1",NA
"DEFB114",NA
"AC011997.1",NA
"TRIM74",NA
"SCGB3A1",NA
"FAM24A",NA
"C6orf48",NA
"DPYSL2",NA
"FAM86B2",NA
"C19orf73",NA
"RP11-998D10.1",NA
"KRTAP3-2",NA
"DEFB131A",NA
"NPS",NA
"CGB8",NA
"SMR3B",NA
"GOLGA6D",NA
"MMP23B",NA
"KRTAP21-1",NA
"PYDC1",NA
"MT1M",NA
"KRTAP25-1",NA
"S100A7A",NA
"EID2B",NA
"PRR21",NA
"KRTAP6-1",NA
"SMIM6",NA
"KRTAP20-2",NA
"PYDC2",NA
"FAM72A",NA
"C5orf58",NA
"CT45A5",NA
"KRTAP20-1",NA
"LCE1D",NA
"PPFIA1",NA
"DEFB136",NA
"AGAP9",NA
"PTH2",NA
"LCE3A",NA
"SCGB2B2",NA
"PAGE2",NA
"S100A12",NA
"PRM3",NA
"AC093677.1",NA
"COX7B2",NA
"KRTAP19-7",NA
"TCEAL7",NA
"EDDM13",NA
"DIRC1",NA
"EIF3C",NA
"PLA2G10",NA
"C2orf66",NA
"KDM4B",NA
"TMEM257",NA
"DEFB134",NA
"KRTAP2-2",NA
"PIGY",NA
"KRTAP19-4",NA
"MT1A",NA
"GGT2",NA
"SLC4A9",NA
"SCGB1A1",NA
"GTF2IRD2",NA
"FAM229B",NA
"SPRR2B",NA
"CTAGE15",NA
"LCE2C",NA
"GON7",NA
"LCE2B",NA
"LYPD8",NA
"AP000349.1",NA
"C8orf34-AS1",NA
"MT1X",NA
"MEX3C",NA
"KRTAP12-4",NA
"TOMM6",NA
"KRTAP12-3",NA
"LCE2D",NA
"RP1L1",NA
"NUTM2A",NA
"SMIM1",NA
"EML2-AS1",NA
"GOLGA8K",NA
"FAM229A",NA
"SPIN2A",NA
"CAMK2N1",NA
"TMSB10",NA
"KRTAP12-1",NA
"FAM25A",NA
"DEFB1",NA
"SCGB1D1",NA
"TMEM133",NA
"KIAA0040",NA
"ANKRD50",NA
"MIF-AS1",NA
"DEFB115",NA
"DEFA6",NA
"C16orf74",NA
"CCL13",NA
"CBWD6",NA
"POLR2J3",NA
"RP11-467N20.5",NA
"SPIN2B",NA
"S100A10",NA
"FAM24B",NA
"VCX",NA
"ASAH2B",NA
"PF4V1",NA
"C6orf226",NA
"SPATA31A6",NA
"DEFB128",NA
"SMIM5",NA
"DEFB121",NA
"KRTAP5-6",NA
"TRIM61",NA
"HEPN1",NA
"PF4",NA
"C5orf66",NA
"S100A8",NA
"LCE4A",NA
"S100A6",NA
"NPIPB4",NA
"FOXD4L5",NA
"NBPF6",NA
"MALL",NA
"GNG4",NA
"ANXA8L2",NA
"COX7C",NA
"MTRNR2L10",NA
"DEC1",NA
"PAGE2B",NA
"TYMSOS",NA
"LCE1A",NA
"RP1-127H14.3",NA
"LCE1B",NA
"C14orf178",NA
"MLLT11",NA
"DEFB124",NA
"LCE1C",NA
"CCL2",NA
"MTRNR2L3",NA
"SMIM2",NA
"AC131097.4",NA
"CFAP74",NA
"CCL8",NA
"SCGB2A1",NA
"ANP32D",NA
"C5orf46",NA
"CCDC179",NA
"TMSB4X",NA
"FAM153A",NA
"LCE6A",NA
"AL645608.1",NA
"S100A13",NA
"SMIM20",NA
"KRTAP6-2",NA
"HSBP1L1",NA
"SPRR2E",NA
"GNG11",NA
"SPRR2G",NA
"ADIRF",NA
"LCE1E",NA
"SPRR2A",NA
"TBC1D3B",NA
"S100A5",NA
"AC010327.2",NA
"S100A11",NA
"NBPF15",NA
"SMR3A",NA
"AC135048.1",NA
"SPRR2F",NA
"CGB5",NA
"PPBP",NA
"C12orf75",NA
"PRAMEF6",NA
"SPRR2D",NA
"SMLR1",NA
"NUPR2",NA
"HTN3",NA
"GNG5",NA
"IFI27L2",NA
"GNG7",NA
"CXCL6",NA
"LCE1F",NA
"SERTM1",NA
"GNG8",NA
"CXCL10",NA
"MT4",NA
"C3orf36",NA
"TIMM23B",NA
"CLLU1OS",NA
"C9orf153",NA
"KNCN",NA
"KRTAP4-1",NA
"S100A14",NA
"CCL18",NA
"TCEAL8",NA
"SPANXD",NA
"C19orf33",NA
"SVIP",NA
"SMIM17",NA
"KRTAP6-3",NA
"S100A4",NA
"TEX46",NA
"DEFB133",NA
"C2orf88",NA
"HCST",NA
"CXCL8",NA
"C19orf48",NA
"SVBP",NA
"DEFB127",NA
"CNTNAP3B",NA
"CXCL3",NA
"CNPY1",NA
"PRAC1",NA
"CCL20",NA
"DEFB113",NA
"TFF1",NA
"VMAC",NA
"ATP5ME",NA
"CCL1",NA
"KRTAP9-6",NA
"TMEM72",NA
"HRCT1",NA
"DMGDH",NA
"TMEM88B",NA
"SPRR1A",NA
"SYCE3",NA
"DEFB132",NA
"DEFB126",NA
"HIST1H2BA",NA
"KRTAP19-3",NA
"SMIM18",NA
"IFI27",NA
"SMCO4",NA
"MT1H",NA
"CTXN1",NA
"KRTAP15-1",NA
"TP53RK",NA
"MILR1",NA
"GNG2",NA
"LY6D",NA
"ATP5MD",NA
"EPHA10",NA
"KRTAP12-2",NA
"LELP1",NA
"LEAP2",NA
"UQCC3",NA
"PRR15L",NA
"C18orf32",NA
"FAM86B1",NA
"TNP2",NA
"KRTAP1-4",NA
"CXCL2",NA
"GNGT2",NA
"C9orf129",NA
"COX17",NA
"SMIM13",NA
"KRTAP5-11",NA
"SPRN",NA
"CGB3",NA
"FLYWCH2",NA
"SMPX",NA
"KLHL17",NA
"SMKR1",NA
"IAPP",NA
"MT1B",NA
"RETNLB",NA
"GAGE2A",NA
"C9orf92",NA
"CCL19",NA
"MRPS36",NA
"HMGN4",NA
"FOXD4L3",NA
"WFDC13",NA
"ZNF322",NA
"C19orf53",NA
"CCL22",NA
"LENEP",NA
"SLC51B",NA
"C14orf177",NA
"ADAMTS19",NA
"KRTAP3-3",NA
"CXCL5",NA
"WFDC12",NA
"TMEM262",NA
"CT83",NA
"BOD1L2",NA
"GNG10",NA
"PAGE5",NA
"RASA4",NA
"CCL15",NA
"RPL39L",NA
"HBG1",NA
"TMEM155",NA
"KRTAP4-3",NA
"MT1G",NA
"CCDC167",NA
"MRPL57",NA
"KRTAP4-2",NA
"DEFB123",NA
"ARMS2",NA
"ATXN7L3B",NA
"GOLGA6C",NA
"UQCR11",NA
"WFDC6",NA
"AQP12B",NA
"NCMAP",NA
"KRTAP19-5",NA
"SCRG1",NA
"KRTAP5-7",NA
"HIST1H2BO",NA
"SFTA3",NA
"S100P",NA
"PCOTHP1",NA
"PIRT",NA
"PET117",NA
"CARD18",NA
"RPL41",NA
"SEC61G",NA
"CDRT4",NA
"SPRR1B",NA
"DMAC1",NA
"HIST1H1B",NA
"S100B",NA
"PI3",NA
"RASAL2",NA
"TNP1",NA
"C8orf44",NA
"TBC1D3G",NA
"HRK",NA
"SPAG11A",NA
"TMEM238",NA
"C9orf16",NA
"TMEM114",NA
"C11orf45",NA
"STH",NA
"STATH",NA
"CCL4",NA
"BLID",NA
"SPRR4",NA
"GNG12",NA
"TRIAP1",NA
"SNORC",NA
"SCGB2A2",NA
"MZT1",NA
"KRTAP13-3",NA
"C17orf100",NA
"TMEM210",NA
"MRPL53",NA
"CSN3",NA
"PRLH",NA
"RTL8B",NA
"SNTN",NA
"WFDC9",NA
"VAMP5",NA
"ANXA8",NA
"SMIM9",NA
"PCP4L1",NA
"UCN3",NA
"C20orf144",NA
"KRTAP17-1",NA
"FABP9",NA
"TAS2R43",NA
"ECSCR",NA
"CMC4",NA
"TCEAL1",NA
"AC129492.6",NA
"CEND1",NA
"KRTAP2-3",NA
"PRR27",NA
"RHOXF2",NA
"S100A3",NA
"HIST1H1D",NA
"BLOC1S3",NA
"C10orf55",NA
"SPINK9",NA
"UQCR10",NA
"SPANXN4",NA
"SMAGP",NA
"TCEAL9",NA
"KRTAP19-1",NA
"ATP5MPL",NA
"PYCARD-AS1",NA
"C4orf36",NA
"SNAPC5",NA
"KRTAP9-7",NA
"POLR2K",NA
"MRFAP1",NA
"FLII",NA
"MS4A6E",NA
"KRTAP2-1",NA
"C8orf88",NA
"AGAP4",NA
"PPY",NA
"HDAC9",NA
"PPP2R2D",NA
"C1orf61",NA
"AL441883.1",NA
"LCE3E",NA
"SPANXN3",NA
"CLPS",NA
"ATP5MGL",NA
"SPANXB1",NA
"SMCO3",NA
"GNG13",NA
"KRTAP9-8",0
"C7orf76",NA
"MARCKSL1",NA
"C20orf141",NA
"C10orf113",NA
"TMEM92",NA
"NPIPA5",NA
"KRTAP2-4",NA
"SPINT4",NA
"OFCC1",NA
"TPD52L3",NA
"APOA2",NA
"SPINK14",NA
"NRGN",NA
"C10orf105",NA
"SERP2",NA
"PYURF",NA
"SS18L2",NA
"S100A16",NA
"C20ORF135",NA
"BIK",NA
"CT62",NA
"HMGN3",NA
"CALCB",NA
"SUMO4",NA
"ANKRD20A4",NA
"KCNC3",NA
"NDUFA1",NA
"SPATA45",NA
"DEFB129",NA
"OBSCN-AS1",NA
"HIST1H2BN",NA
"LMO7DN",NA
"TMA7",NA
"IFNW1",NA
"TMEM140",NA
"MT2A",NA
"RMI2",NA
"GNG3",NA
"TRIM73",NA
"GYPE",NA
"KRTAP9-4",NA
"RTL8A",NA
"CST8",NA
"CMC2",NA
"DEFA5",NA
"C4orf46",NA
"LCE3D",NA
"UCN2",NA
"BBIP1",NA
"PAGE4",NA
"IL9",NA
"IFNA14",NA
"GYPC",NA
"AC103809.2",NA
"CLLU1",NA
"SMIM24",NA
"GAGE10",NA
"C4orf48",NA
"IFNA16",NA
"KRTAP9-3",NA
"KRTAP5-4",NA
"DEFA4",NA
"LLCFC1",NA
"MTRNR2L6",NA
"LCE2A",NA
"CLECL1",NA
"IFNA7",NA
"SPINK1",NA
"XCL2",NA
"CRCT1",NA
"PDE6H",NA
"MARVELD1",NA
"CCL28",NA
"APLN",NA
"KRTAP13-2",NA
"SHISA8",NA
"SCP2D1",NA
"SMCP",NA
"CST9L",NA
"SYCN",NA
"CARD17",NA
"HSBP1",NA
"KRTAP5-9",NA
"TMEM35B",NA
"PIP",NA
"KRTAP5-8",NA
"C12orf60",NA
"PSMG3",NA
"GOLGB1",NA
"TXN",NA
"PLA2G2A",NA
"IFNA2",NA
"C10orf99",NA
"HYPM",NA
"CTXN3",NA
"CLPSL1",NA
"IFNA17",NA
"ADIG",NA
"MT3",NA
"SPINK6",NA
"LGALS9B",NA
"HIST1H2BI",NA
"IFI6",NA
"LYRM7",NA
"ZFP41",NA
"HIST1H2BD",NA
"KRTAP13-1",NA
"PATE1",NA
"MORN2",NA
"LACRT",NA
"SPINK8",NA
"GUCA2A",NA
"C5orf49",NA
"C16orf92",NA
"WFDC11",NA
"KIF14",NA
"CCL11",NA
"SPATA12",NA
"FXYD4",NA
"C6orf201",NA
"IFNA21",NA
"RNASE8",NA
"MLN",NA
"POLR2L",NA
"IFNA6",NA
"CFC1",NA
"DEFB135",NA
"RYBP",NA
"BET1",NA
"SAA4",NA
"S100A9",NA
"SPINK7",NA
"IGFL2",NA
"KRTAP19-8",NA
"KRTAP9-9",NA
"IGFL4",NA
"XCL1",NA
"RBP7",NA
"SPRR3",NA
"CCL5",NA
"PRR15",NA
"HRASLS2",NA
"C10orf62",NA
"RNF187",NA
"IFNA4",NA
"IL2",NA
"TMEM167B",NA
"AC040977.1",NA
"GGTLC2",NA
"CCL17",NA
"GOLGA8J",NA
"AC096677.1",NA
"C5orf47",NA
"CHRAC1",NA
"PBOV1",NA
"G0S2",NA
"HIST1H1C",NA
"IL18",NA
"KRTAP5-5",NA
"QRFP",NA
"ZNF576",NA
"KRTAP27-1",NA
"PATE3",NA
"NPB",NA
"ALKAL1",NA
"KRTAP13-4",NA
"KRTAP26-1",NA
"FDCSP",NA
"OSTN",NA
"CLPSL2",NA
"COX7B",NA
"CXCL1",NA
"XPO1",NA
"TMEM244",NA
"IRGM",NA
"CCL21",NA
"MUCL1",NA
"COX19",NA
"ACBD7",NA
"CGB2",NA
"TAS2R1",NA
"C12orf73",NA
"CCDC182",NA
"HIST1H2BL",NA
"DPH3",NA
"SCGB1D2",NA
"APOBEC3A",NA
"SMIM8",NA
"SELENOH",NA
"PKIG",NA
"KLF16",NA
"KRTAP21-2",NA
"COX6C",NA
"APOC1",NA
"C1orf210",NA
"SNRPF",NA
"NPFF",NA
"MT1F",NA
"TEX22",NA
"TAS2R4",NA
"C1orf21",NA
"BASP1",NA
"ATP6V0E1",NA
"CCL24",NA
"KRTAP4-4",NA
"TMEM100",NA
"BRWD1",NA
"TMEM89",NA
"HUS1B",NA
"PCP4",NA
"GYPB",NA
"KRTAP9-2",NA
